"Stock.Name","Jurisdiction","FMP","Science.Center","Regional.Ecosystem","Common.Name","Stock.Area","Assessment.Level","Model.Category","F.Flimit","F.Fmsy","B.Blimit","B.Bmsy","Genus","Species","overfishing","overfished","scientific_name","Mean.Gap","Exposure","Sensitivity","Loo","tmax","tm","M","h","r","Fmsy_over_M","Assessment.Level_scored","Model.Category_scored","status","scored_gap","avg_p_score","avg_s_score","distance"
"Gulf Smoothhound Complex","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Florida smoothhound","",3,NA,NA,0.170000002,NA,1.766000032,"Mustelus","norrisi","Unknown","Unknown","Mustelus _ norrisi",0.5,NA,NA,2,2,1,2,1,1,1,2,2,NA,1,1.5,1.33333333333333,1.53659074288215
"Gulf Smoothhound Complex","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Gulf smoothhound","",3,NA,NA,0.170000002,NA,1.766000032,"Mustelus","sinusmexicanus","Unknown","Unknown","Mustelus _ sinusmexicanus",0.5,NA,NA,2,2,1,2,1,1,1,2,2,NA,1,1.5,1.33333333333333,1.53659074288215
"Gulf of Alaska Blackspotted and Rougheye Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Blackspotted rockfish","",NA,6,0.481000006,0.289000005,NA,1.730999947,"Sebastes","melanostictus","Unknown","Unknown","Sebastes _ melanostictus",0.25,NA,NA,3,1,1,1,2,1,3,NA,1,NA,1,1.5,1.66666666666667,1.64147630029935
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Blackgill rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","melanostomus","Unknown","Unknown","Sebastes _ melanostomus",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Bocaccio","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","paucispinis","Unknown","Unknown","Sebastes _ paucispinis",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Chilipepper","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","goodei","Unknown","Unknown","Sebastes _ goodei",NA,NA,NA,3,1,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.12132034355964
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Darkblotched rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","crameri","Unknown","Unknown","Sebastes _ crameri",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Greenstriped rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","elongatus","Unknown","Unknown","Sebastes _ elongatus",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Harlequin rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","variegatus","Unknown","Unknown","Sebastes _ variegatus",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Northern rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","polyspinis","Unknown","Unknown","Sebastes _ polyspinis",NA,NA,NA,3,1,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.12132034355964
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Pygmy rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","wilsoni","Unknown","Unknown","Sebastes _ wilsoni",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Redbanded rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","babcocki","Unknown","Unknown","Sebastes _ babcocki",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Redstripe rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","proriger","Unknown","Unknown","Sebastes _ proriger",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Sharpchin rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","zacentrus","Unknown","Unknown","Sebastes _ zacentrus",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Shortbelly rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","jordani","Unknown","Unknown","Sebastes _ jordani",NA,NA,NA,3,2,1,1,2,1,3,NA,3,NA,NA,1.66666666666667,3,2.40370085030933
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Silvergray rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","brevispinis","Unknown","Unknown","Sebastes _ brevispinis",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Splitnose rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","diploproa","Unknown","Unknown","Sebastes _ diploproa",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Stripetail rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","saxicola","Unknown","Unknown","Sebastes _ saxicola",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Vermilion rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","miniatus","Unknown","Unknown","Sebastes _ miniatus",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Widow rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","entomelas","Unknown","Unknown","Sebastes _ entomelas",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Yellowmouth rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","reedi","Unknown","Unknown","Sebastes _ reedi",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Yellowtail rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","flavidus","Unknown","Unknown","Sebastes _ flavidus",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Canary rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","pinniger","Unknown","Unknown","Sebastes _ pinniger",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","China rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","nebulosus","Unknown","Unknown","Sebastes _ nebulosus",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Copper rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","caurinus","Unknown","Unknown","Sebastes _ caurinus",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Quillback rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","maliger","Unknown","Unknown","Sebastes _ maliger",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Rosethorn rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","helvomaculatus","Unknown","Unknown","Sebastes _ helvomaculatus",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Tiger rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","nigrocinctus","Unknown","Unknown","Sebastes _ nigrocinctus",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Yelloweye rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","ruberrimus","Unknown","Unknown","Sebastes _ ruberrimus",NA,NA,NA,2,1,1,1,2,1,3,NA,3,NA,NA,1.33333333333333,3,2.60341655863555
"Gulf of Alaska Sculpin Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Great sculpin","",NA,2,0.108999997,0.108999997,NA,NA,"Myoxocephalus","polyacanthocephalus","Unknown","Unknown","Myoxocephalus _ polyacanthocephalus",NA,NA,NA,2,2,1,2,3,2,3,NA,3,NA,NA,2,3,2.23606797749979
"Gulf of Alaska Sculpin Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Bigmouth sculpin","",NA,2,0.108999997,0.108999997,NA,NA,"Hemitripterus","bolini","Unknown","Unknown","Hemitripterus _ bolini",NA,NA,NA,3,3,2,3,3,3,3,NA,3,NA,NA,2.83333333333333,3,2.00693242979872
"Gulf of Alaska Sculpin Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Plain sculpin","",NA,2,0.108999997,0.108999997,NA,NA,"Myoxocephalus","jaok","Unknown","Unknown","Myoxocephalus _ jaok",NA,1,2,2,2,1,2,3,2,3,NA,3,NA,NA,2,2.33333333333333,1.66666666666667
"Gulf of Alaska Shallow Water Flatfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Southern rock sole","",4,NA,0.045000002,0.045000002,NA,2.319999933,"Lepidopsetta","bilineata","Unknown","Unknown","Lepidopsetta _ bilineata",NA,NA,NA,3,2,1,1,3,2,3,1,1,NA,NA,2,2,1.4142135623731
"Gulf of Alaska Shallow Water Flatfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Yellowfin sole","",4,NA,0.045000002,0.045000002,NA,2.319999933,"Limanda","aspera","Unknown","Unknown","Limanda _ aspera",NA,1,3,3,2,1,1,3,2,3,1,1,NA,NA,2.14285714285714,1.66666666666667,1.08588135723727
"Gulf of Alaska Shallow Water Flatfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Butter sole","",4,NA,0.045000002,0.045000002,NA,2.319999933,"Isopsetta","isolepis","Unknown","Unknown","Isopsetta _ isolepis",NA,NA,NA,3,2,2,2,3,3,3,1,1,NA,NA,2.5,2,1.11803398874989
"Gulf of Alaska Shallow Water Flatfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Starry flounder","",4,NA,0.045000002,0.045000002,NA,2.319999933,"Platichthys","stellatus","Unknown","Unknown","Platichthys _ stellatus",NA,1,3,3,2,2,2,3,2,3,1,1,NA,NA,2.42857142857143,1.66666666666667,0.878051853075513
"Gulf of Alaska Shallow Water Flatfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","English sole","",4,NA,0.045000002,0.045000002,NA,2.319999933,"Parophrys","vetulus","Unknown","Unknown","Parophrys _ vetulus",NA,NA,NA,3,2,2,2,3,2,3,1,1,NA,NA,2.33333333333333,2,1.20185042515466
"Gulf of Alaska Shallow Water Flatfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Sand sole","",4,NA,0.045000002,0.045000002,NA,2.319999933,"Psettichthys","melanostictus","Unknown","Unknown","Psettichthys _ melanostictus",NA,NA,NA,3,2,1,2,3,2,3,1,1,NA,NA,2.16666666666667,2,1.30170827931778
"Gulf of Alaska Shallow Water Flatfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Alaska plaice","",4,NA,0.045000002,0.045000002,NA,2.319999933,"Pleuronectes","quadrituberculatus","Unknown","Unknown","Pleuronectes _ quadrituberculatus",NA,1,3,3,1,1,1,3,2,3,1,1,NA,NA,2,1.66666666666667,1.20185042515466
"Gulf of Alaska Shark Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Pacific sleeper shark","",NA,2,0.398999989,0.398999989,NA,NA,"Somniosus","pacificus","Unknown","Unknown","Somniosus _ pacificus",NA,1,3,2,2,1,1,1,1,1,NA,3,NA,NA,1.57142857142857,1.66666666666667,1.57647098640446
"Gulf of Alaska Shark Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Salmon shark","",NA,2,0.398999989,0.398999989,NA,NA,"Lamna","ditropis","Unknown","Unknown","Lamna _ ditropis",NA,1,3,1,2,1,1,1,1,1,NA,3,NA,NA,1.42857142857143,1.66666666666667,1.70699507894618
"Gulf of Alaska Skate Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Aleutian skate","",NA,2,0.899999976,0.899999976,NA,NA,"Bathyraja","aleutica","Unknown","Unknown","Bathyraja _ aleutica",NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.12132034355964
"Gulf of Alaska Skate Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Big skate","",NA,2,0.899999976,0.899999976,NA,NA,"Raja","binoculata","Unknown","Unknown","Raja _ binoculata",NA,NA,NA,2,2,1,2,1,1,1,NA,3,NA,NA,1.5,2,1.80277563773199
"Gulf of Alaska Skate Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Bering skate","",NA,2,0.899999976,0.899999976,NA,NA,"Bathyraja","interrupta","Unknown","Unknown","Bathyraja _ interrupta",NA,NA,NA,3,2,1,2,2,2,2,NA,3,NA,NA,2,2.5,1.80277563773199
"Gulf of Alaska Skate Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Longnose skate","",NA,2,0.899999976,0.899999976,NA,NA,"Raja","rhina","Unknown","Unknown","Raja _ rhina",NA,NA,NA,2,2,1,2,1,1,1,NA,3,NA,NA,1.5,2,1.80277563773199
"Gulf of Alaska Skate Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Roughshoulder skate","",NA,2,0.899999976,0.899999976,NA,NA,"Amblyraja","badia","Unknown","Unknown","Amblyraja _ badia",NA,NA,NA,2,2,1,2,1,1,2,NA,3,NA,NA,1.5,2.5,2.12132034355964
"Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex","WPFMC","Hawaii Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Brigham's snapper","",3,3,0.356999993,0.356999993,1.975000024,1.713000059,"Pristipomoides","zonatus","Unknown","Unknown","Pristipomoides _ zonatus",3.5,NA,NA,3,2,2,3,3,3,3,2,2,NA,3,2.66666666666667,2.66666666666667,1.69967317119759
"Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex","WPFMC","Hawaii Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Hawaiian grouper","",3,3,0.356999993,0.356999993,1.975000024,1.713000059,"Hyporthodus","quernus","Unknown","Unknown","Hyporthodus _ quernus",3.5,1,3,2,2,1,2,3,2,3,2,2,NA,3,2.14285714285714,2.25,1.51564965528021
"Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex","WPFMC","Hawaii Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Von Siebold's snapper","",3,3,0.356999993,0.356999993,1.975000024,1.713000059,"Pristipomoides","sieboldii","Unknown","Unknown","Pristipomoides _ sieboldii",3.5,NA,NA,3,2,2,3,3,3,3,2,2,NA,3,2.66666666666667,2.66666666666667,1.69967317119759
"Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex","WPFMC","Hawaii Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Silverjaw snapper","",3,3,0.356999993,0.356999993,1.975000024,1.713000059,"Aphareus","rutilans","Unknown","Unknown","Aphareus _ rutilans",3.5,NA,NA,2,2,1,2,3,2,3,2,2,NA,3,2,2.66666666666667,1.9436506316151
"Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex","WPFMC","Hawaii Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Longtail snapper","",3,3,0.356999993,0.356999993,1.975000024,1.713000059,"Etelis","coruscans","Unknown","Unknown","Etelis _ coruscans",3.5,NA,NA,2,2,1,1,2,2,3,2,2,NA,3,1.66666666666667,2.66666666666667,2.13437474581095
"Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex","WPFMC","Hawaii Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Pink snapper","",3,3,0.356999993,0.356999993,1.975000024,1.713000059,"Pristipomoides","filamentosus","Unknown","Unknown","Pristipomoides _ filamentosus",3.5,1,3,2,2,2,2,3,2,3,2,2,NA,3,2.28571428571429,2.25,1.43968888362474
"Northern California Gopher / Black-and-Yellow Rockfish Complex","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Black-and-yellow rockfish","Northern California",NA,6,0.796000004,0.796000004,3.502000093,2.188999891,"Sebastes","chrysomelas","Unknown","No","Sebastes _ chrysomelas",NA,NA,NA,3,1,1,1,2,1,3,NA,1,2,NA,1.5,2,1.80277563773199
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Black trevally","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Caranx","lugubris","Unknown","Unknown","Caranx _ lugubris",3,NA,NA,2,2,2,3,3,3,3,2,2,NA,3,2.5,2.66666666666667,1.74005108481842
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Giant trevally","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Caranx","ignobilis","Unknown","Unknown","Caranx _ ignobilis",3,1,3,2,2,2,3,3,2,3,2,2,NA,3,2.42857142857143,2.25,1.37442010034956
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Ruby snapper","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Etelis","carbunculus","Unknown","Unknown","Etelis _ carbunculus",3,NA,NA,2,2,1,1,2,2,3,2,2,NA,3,1.66666666666667,2.66666666666667,2.13437474581095
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Flame snapper","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Etelis","coruscans","Unknown","Unknown","Etelis _ coruscans",3,NA,NA,2,2,1,1,2,2,3,2,2,NA,3,1.66666666666667,2.66666666666667,2.13437474581095
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Redgill emperor","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Lethrinus","rubrioperculatus","Unknown","Unknown","Lethrinus _ rubrioperculatus",3,NA,NA,3,2,2,2,2,2,3,2,2,NA,3,2.16666666666667,2.66666666666667,1.86338998124982
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Bluestripe snapper","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Lutjanus","kasmira","Unknown","Unknown","Lutjanus _ kasmira",3,1,3,3,2,2,2,2,2,3,2,2,NA,3,2.28571428571429,2.25,1.43968888362474
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Yelloweye snapper","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Pristipomoides","flavipinnis","Unknown","Unknown","Pristipomoides _ flavipinnis",3,NA,NA,3,3,3,3,3,3,3,2,2,NA,3,3,2.66666666666667,1.66666666666667
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Von Siebold's snapper","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Pristipomoides","sieboldii","Unknown","Unknown","Pristipomoides _ sieboldii",3,NA,NA,3,2,2,3,3,3,3,2,2,NA,3,2.66666666666667,2.66666666666667,1.69967317119759
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Oblique-banded snapper","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Pristipomoides","zonatus","Unknown","Unknown","Pristipomoides _ zonatus",3,1,3,3,2,2,3,3,3,3,2,2,NA,3,2.71428571428571,2.25,1.28223736221545
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Goldflag snapper","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Pristipomoides","auricilla","Unknown","Unknown","Pristipomoides _ auricilla",3,NA,NA,3,3,3,3,3,3,3,2,2,NA,3,3,2.66666666666667,1.66666666666667
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Pink snapper","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Pristipomoides","filamentosus","Unknown","Unknown","Pristipomoides _ filamentosus",3,1,3,2,2,2,2,3,2,3,2,2,NA,3,2.28571428571429,2.25,1.43968888362474
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Lyretail grouper","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Variola","louti","Unknown","Unknown","Variola _ louti",3,NA,NA,2,2,1,3,3,3,3,2,2,NA,3,2.33333333333333,2.66666666666667,1.7950549357115
"Oregon Blue and Deacon Rockfish Complex","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Deacon rockfish","",4,NA,0.345999986,0.345999986,2.743000031,1.713999987,"Sebastes","predictive","Unknown","Unknown","Sebastes _ diaconus",NA,NA,NA,3,1,1,1,2,1,3,1,1,NA,NA,1.5,2,1.80277563773199
"Pacific Coast Blackspotted and Rougheye Rockfish Complex","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Rougheye rockfish","",NA,6,1.016000032,1.016000032,4.322000027,2.700999975,"Sebastes","aleutianus","Unknown","Unknown","Sebastes _ aleutianus",NA,1,2,3,1,1,1,2,1,3,NA,1,NA,NA,1.57142857142857,1.66666666666667,1.57647098640446
